Cleaned_Review,Sentiment
anond jan youll make ur cells battery die completely helpsnow let run completely flat otherwise charge chance get,Negative
irfan c jan looking buy phone please tell hows battery compared phone neemorewith heavy use iphone used last lunchtime iphone lasts dayits always handy charger nearby battery pack high end smartphoneyou cant charge much,Positive
looking buy phone please tell hows battery compared phone need battery would last day medium high usage music game please comment,Positive
anonymous jan dualcore ghz proccessor year think ios less resource hungry operating system comparison others,Neutral
brilliant phone beautifully crafted fast screen really bright crisp works apple productsthe issues minor still worth mentioning onoff button moved side takes getting used headphone jack bottom guess since iphone doesnt make lot sense never phone upsidedown pocket anyway camera lens slightly extruded case find somewhat disturbing design phone would much rather entire phone mm thicker would also allow bigger battery sense sticking outeven minor issues still really great phone,Positive
anond jan dual core fastest smoothest device market tells aboumorefriend stop redicuelesand repeed funy ting like parrotbecose simply true take one chinies flags use works smoot iphone becose allmoust every company made oune os moust based android iosiphone works smooth becose ios noting short cuts parts phone almoust rd party appsits like playing solittery core pc stop braging cose embarisingandroid much complex working apps manufacturers world many difrend chips prosesors still work greattry posible start android iphone see truth shure ios exemple note lighspeedso go play iphone apple gave noting else,Positive
pluto jan dual core isnt fastest quad core iphone doesnt need quad core ios imoreandroid need quad cores badly optimized java crap nothing runs settings etc android users always try make excusesso think ios devices runs every game perfectly android get different results optimization actually lack goes ios devices general perfectly optimized hardware android devices arent optimized hardware like windows pcs arentlook video first iphone back look well worked kind hardware would never expect run like go back time pc world think games like first need speed games great example optimization thinking powerless computers thenalso look ios metal api updated games apple showing actually get even power device made possible devs go even android devices simply cant go,Positive
anond jan dual core fastest smoothest device market tells aboumoredual core isnt fastest quad core iphone doesnt need quad core ios small simple cool android phones need quad core processors coz lot apps settings os prefer android theres lot ios,Positive
dose iphone g lte advance supported anyone suggest please,Positive
iphone really cool sony z compact battling choose two wish could phones iphone expensive using iphone made feel better decision like iphone feels good hand also like fingerprint thing made little battery test phones swiched battery saving modes used phones moderately throughout day yesterday also made sure screen brightness phones set auto started iphone charge liked iphone coz get message banner appears top read message easily z compact started z compact liked suggested switch stamina mode coz standby long time first using iphone also feels comfy think sony copied apple somehow phones sent lot bbm messages g sent received exactly whatsapp messages browsed internet hours listened music hours wanted recommend z compact iphone users tired iphones,Positive
anonymous jan dualcore ghz proccessor year dual core fastest smoothest device market tells phone makers done word optimization big numbers paper doesnt mean anything device isnt optimized,Neutral
save photos iphone pc windows cant see icon computer,Positive
hi iphone user lots money buy samsungs note use iphone practically compare,Neutral
johnv jan yeah phone bendslolit iphone plus small one,Positive
dualcore ghz proccessor year,Neutral
bought new iphone days use phone bend back sand tension free,Positive
anond jan apple set market phones set price amorei know lot people moved ios iphone togalaxy note htc even sony said cant live jailiphone without jailbreakhahaha,Neutral
anonymous jan foolish comment iphone well thought phone every tech include thought ovemoreyeah phone bendslol,Neutral
anond jan go enjoy device like device since averything morebecause public forum private property every one right comment doesnt matter whether iphone got problem,Positive
anonymous jan foolish comment iphone well thought phone every tech include thought ovemoreim going repeed self ill say youre briliand enginiers could give much sky hi price puting allmoust difrend extirior hapy give bugs extra go blesed dumb blind,Negative
deleted postfoolish commentiphone well thought phone every tech include thought included benefitdispite size iphone plus still single hand operated phonedue well thought featuresscreen resolution grew enough give best performance n battery without lagyou might think low resolution suck compared rest phones bet ur eyes cant even spot differencethats couple well thought featuresif ur idea innovation improvement blind numbers without consideration one getting ripped,Positive
removable batteryand memory card slotwhy appleapple think better,Positive
stako jan playing dumb realy dont give rats spend monemoreit apple set market phones set price basicly sell phones build dont understand drop pricei say im also suprised expensive phone sold phone far world became every person phone know exactly shows apple done right things clearly iphone offers many many people wantlike overall packetalso lets forget fact ios phone marketif iphone isnt great phone galaxy note htc etc users would buy iphone like many done thatwhat think expensive watches mean doesnt anything extra still lot people buy big thing apple thinking like everything world companies need make profit stay alive thats fact nokia didnt look,Positive
anond dec well lots war ios android users android good high end models like morei used ios android bothusing galaxy alpha exynos version right hangslags phone flyingmany android phones hangslags like lg g king jerks xds lags note lagged note snapdragon version lagsbut alpha fast fluid really liked ios apps look whatsapp ios android really wish whatsapp android get ui interface ios version look asphaltmc brother arms loading faster iphone even compared android flagshipsbut comes things apps alpha better iphone,Positive
well lots war ios android users android good high end models like note series htc etc ios best iphone really upto quality mark dont like iphone like cant afford guess like ferrari car costly give u real fun u drive timei android user ios user happy ios bcoz doesnt hangs gives true style statement tooany suggestions comments welcome android lovers plz use iphone sometime share experiencecheers,Positive
pear dec basically rehashed comment keep giving ecosystem excuse told amorethere nothing else iphone android twice cheap wont doso show android phone thishttpyoutubemhxittlike already said im musician low latency audio must thing means delay time play string hear actual sound android device market cant without huge lag good luck finding one cant find liar,Positive
anond dec mate ridiculously depth like phone qhd screen anmoreyou basically rehashed commentyou keep giving ecosystem excuse told already imac home use android phone problem syncing thats word use make sure customer basis stick apple products onlytouch id indeed innovation apple come last years one well done go pay nothing else iphone android twice cheap wont doyou see comments level quality iphone lovers strongest argument proiphone expensive good cant afford stick android ha ha ha reason cheap phone works someif company would come tomorrow selling button phone wga camera decentlooking enough im sure build following months people care image actual innovation imagination quality hence iphones,Positive
alecu dec way hook iphone camera clearly inferior optical image stabilizemorebigger better sensor important megapixels iphone camera superb,Positive
anond dec ios best appstore many useful engineering applications available iomore reply kunjumon rafe click readhas ios best appstoreyes appstore good quality apps google playios good google apps microsoft apps apple appsandroid google microsoft apps onlyi lots google apps egchromemaphangoutsbut wont get apple apps egsafariimessage facetime many useful engineering applications available ios office suite desktop like ui available play store available ios store ioss apps costly play storewrong information android talented peopleios people android customisable lagwhich type security knox best security people rooting samsung device remove junkknoxios security solution accept file without itunesappstore lots video audio download apps xender app file sharing,Positive
anonymous dec ioss global market share even android dominates ha morebecause cheap everyone afford iphone hahahah iphone life,Positive
anond dec ios best appstore many useful engineering applications available iomorehow android talented people also would like people take seriously maybe check grammarspelling punctuation hard take someone seriously types like th grader offense school aged kids,Positive
anond dec g qhd screen oversharpening problem dont know g body tick morehas ios best appstoreno many useful engineering applications available ios office suite desktop like ui available play store available ios store ioss apps costly play store android talented people android customisablewhich type security knox best securityios security solution accept file without itunes,Positive
anond dec mate ridiculously depth like phone qhd screen anmoreyou way hook iphone camera clearly inferior optical image stabilized image sensor megapixels really small compared phones causes good photos dim light catch many details normal phone proven mathematical practical tests megapixels enough want crop imagesthe graphics processor good snapdragon graphic processor lcd screen reproduces colors good galaxy note tests ran illustrate complex measurement devices,Positive
pear dec mate ridiculously depth like phone qhd screen image smoreg qhd screen oversharpening problem dont know thatg body tick generation ios android also lots restrictions apk files uselessandroid nothing front windows windows phone mac ios far better android ios best appstore get good games apps first applications well optimised beta like android easy use complicated like android good ram management ram eater like android good security,Positive
pear dec mate ridiculously depth like phone qhd screen image smoremate ridiculously depth like phone qhd screen image stabilizer etcand like phone touch id icloud ecosystem works best apple devices fastest smoothest phone market best lcd screen one best phone camera apple pay etc best audio latency important thing musicians iphone actually phone market great low latency audioreason every music gadgets ios devicesso dont understand compare cheap phone iphone different level cheaper phone yet say thing device say im wrong care explain dby way money isnt problem buy know best way even last time checked iphone related section keep phone im sure good dont try say wants,Positive
anond dec use lg g buy phone x cheaper works well like gmoremate ridiculously depth like phone qhd screen image stabilizer etci paid lg g almost half much paid restrictive smartphone getting something customize something waterproof etc gon na go whole list againtake moto e example theres barely anything iphone thats justified difference themalso trust margins g margins iphone dont even compareits good phone makes delusionally happy dont force rest world celebrate intellectual numbnessx,Positive
anond dec u bs everyone else mei owned crap beforeit didnt even last week meok iphone second choice dont like android smartphones except note series,Negative
iphone pretty good thing ive heard bends dont know get ive got iphone c,Positive
anond dec note greatest smartphone till dateu bs everyone else mei owned crap beforeit didnt even last week,Positive
good phone,Positive
anond dec dude iphone pen stylus iphone air view iphone knox like system iphone cmoreiphone play type videoyes never problem video,Positive
anond dec dude samsung touchwiz r way heavyits even smoothu cant compare iphonei kmorenote greatest smartphone till date,Positive
anond dec dude samsung touchwiz r way heavyits even smoothu cant compare iphonei kmoredude iphone pen stylus iphone air view iphone knox like system iphone play type video iphone receive files though wifi bleuetuth iphone sensors like samsung iphone extra memory slotiphone basic feature phone lagging problemi used note last one year without lags,Positive
anond dec former android user fell hype apple better smoother ios great blah bmoreyou return phone doesnt sound normal behaviour,Positive
instead paying k iphone people buy brands like sony htc samsung hear pay k u get much better features iphone,Positive
anond dec former android user fell hype apple better smoother ios great blah bmorei bought galaxy alpha exynos using daysvery much happy itiphone best upto alpha never lags fluid compared friends iphone,Positive
former android user fell hype apple better smoother ios great blah blahgot phone since september th list issues ive ishit wific connectivity could connect wifi rd update wifi issues full swing refused connect starbucks home wifi restart phone get connected dark smudged spot screen white background phone came flaw crescent camera phone froze literally different times phone overlaying taught days lagging ishit proved wrong ive website lagging messaging lagging space months sound button work twice dont even dare try use tumblr safari nightmare glitch plays videos select enlarge pictures phone repeat enlarge pictures certain text files phone automatically resets back normal sizeyou download gif even get app save gif save distorted multiple facebook issues videos loading pictures loading etc imessaging want connect wifi turn phone imessage workhorrible horrible signal verizon dropped calls left right phone wins dropped calls award even old lg crap phone didnt drop calls muchfinally battery battery life mediocre best gets worse following months phone freezesmultiple timesthis honest experience former android user couldnt wait get brand new spanking iphone im sad say im terrible disappointed unfortunately seel phone ebay switch back tacky android device,Positive
watch movie galaxy gear vr iphone want movie theater experience panoramic galaxy note offer iphone still behind term new technology worth,Positive
petrol bomb dec iphone iphone end day cell phone cant cook dinner moreiv thinking apple haters make big hulabaloo like years usually iphone users use phones happily somehow thats much handle apple haters,Negative
petrol bomb dec iphone iphone end day cell phone cant cook dinner moreword,Negative
low ppi retina doesnt cut,Negative
amezing phoneits best better phonereally really awesome nicesst phone worldits super duper hit phonei like,Positive
anonymous dec nah u guys want buy phone cost higher show iphonemoreif u really know phones u wont buy iphoneright great phone great value money need know understand iphone isnt everyone say know phones wont buy iphone,Negative
iphone iphone end day cell phone cant cook dinner drive work call text surf n play media like cellphone brands whats hullabaloo,Positive
josahe dec buy apple products answer simple logic im following innovator lmorenah u guys want buy phone cost higher show iphone u really know phones u wont buy iphone fan hater open ur eyes guys cost like ios simple lacks features however new phones like note touch wiz ui faster ios iphone plus also u get many features wan na phone better iphone z compact needs years apple make phones like,Positive
mary dec first last buy iphone apple brand bought ipamoresounds like defective iphone tried bringing apple looking apples knowledge base right known issues lte bring apple rantingbest regards,Negative
andy dec talking sake talking multiscreen waterproof dust proof full hdmoreare trolling sake trolling forum iphone users opinion right get f know english right user opinion user commenting dont see difference note note dont see differenceyou want know difference iphone upgrades bout touch id superior camera apple paying thats huge bucks text bragim sure planet ip dont brag irony,Positive
mary dec first last buy iphone apple brand bought ipamoreim fido dont issues story also sounds made came last year fido puts year contracts contract would ended next april latest since came april said contract ended signed shouldnt come yet said iphone really problems taken apple metrotown iphone died actually took apple store replaced without asking receipt photo idall people know use longer owns samsung phones either moved onto another brand moved back apple nice try though funny didnt contact apple cming ranting faster friends story total bull,Positive
grantk dec anyone trouble iphone bending bull make apple look badmoreif thinking upgrading iphone plus bengate issue longer issue fandroid tried make video intentionaly bend phone without reason go buy iphone wont regret,Negative
buy apple products answer simple logic im following innovator lead apple leader aim change user experience every tech leap mac turn follow ipod iphone game changer look apple watch amazing designs finger print security bit processing phone lead follow expensive trademark ever build os fit hardware look iphine price market buy one sell one year later phones reserve value like mercedes bentley competing one two evice per year others hundreds models ya ya android every one every phone way love googlebut still every one waiting apple show every year look around watch tech coverage compare apple others little sumsung vs sony vs htc vs nokia vs apple talk tech although show performance always tech device show part personality never go less,Positive
andy dec talking sake talking multiscreen waterproof dust proof full hdmorepay phoning texting braggingpay getting best user experience best ecosystem device runs everything perfectly even year still works like box zero problems thats im paying choose iphone thats next phone going iphone isnt else phone market give,Positive
anonymous dec able find anything revolutionary probably sure moreare talking sake talkingmultiscreen waterproof dust proof full hd splitscreen customization expandable memory expandable battery image stabilizer etci need phone things especially pay phonebut know iphone lovers dont need finepay phoning texting bragging,Positive
im using android iphone great devices user ratings rated iphone users see true results,Positive
anond nov iphone best u wont regret buying one worst phone crap specifications skyhigh price,Neutral
anond nov even though im user accept iphone better iphone overmorehtc made cheap aluminum form factor sucks say better design compared iphone iphone best design htc samsung trying copy one galaxy alphaa series,Positive
lio nov hi everyone xperia acro want buy new phone favorite choices xperia moreiphone best u wont regret buying one,Positive
narcis nov full hd plusthe iphone pixels per inch wanted iphone pixels per inch p sufficientit easier go p size display due manufacturing production produced pixels per inch retina moniker,Positive
lio nov hi everyone xperia acro want buy new phone favorite choices xperia morepractical usage means iphone need case slippynokia size makes fairly impractical z dont know never tried sony,Positive
hi everyonei xperia acro want buy new phone favorite choices xperia z lumina iphone actully want try something different androidthe logic directed lumina passion iphone comparing devices lumina much better specs g rams storage battery capacityso would please advise one would best choice depending practical usagethanks,Positive
deleted posteven though im user accept iphone better miphone iphone better cpu gpu visit anandtech website read iphone review key things phone better display even though p resolution better cameram iphone design sd card slot battery life music qualitythe chance beat iphone cpu gpu performance htc competitor iphone,Positive
ifail nov ok toyota corolla popular also boring like iphone ferrari la ferrarmorenoooooooooiphone like bmw expensive get something similar bmw fraction price return quality serviceandroid like ford focus plenty features dies quickly doesnt last long sluggish,Positive
anond nov according alpha iphone sucks mits still top best smartphone omorehard agree iphone performs better speed performance test destroyed better display better camera,Positive
anonymous nov far find battery life pretty good surprising small capacityyes thats find consistently fluid stress free therefore sometimes dull boringit gets job done though simple enough use millions normobs themi went thing getting itunes set getting files itonce running thats tho still good android flexibilityi swap android ios maybe new os arrive bothsymbian fantastic os time full file system themes etc knows future holds,Positive
full hd plus,Neutral
anonymous nov problem suchso far find battery life pretty good surprising small capacity,Positive
phone consistantly fast fluidfirst iphone well impressed hated setting itunes,Neutral
anond nov according alpha iphone sucks mits still top best smartphone omorespecification doesnt matters iphone dual core slower hahau using phone checking specifications haham bulky worst camera everbad color reproduction display isnt good heavy weight back look worst interface sucksand much moreeverything sucks boom speakers,Negative
glad driven bias stupidity making choices love ios android free praise criticise good bad sidesi grateful given stupidity becoming fanboy,Positive
ifail nov ok toyota corolla popular also boring like iphone ferrari la ferrarmoretotally missing point thats expected guess,Positive
bnum nov hi guys ive heard iphone problem battry life one day wifidoes amoreno problem,Negative
anond nov alpha iphone sucksaccording alpha iphone sucks mits still top best smartphone,Positive
nov iphone plus support mini simcardwhy dont look specifications,Positive
iphone plus support mini simcard,Positive
ewan nov technology th century compared androidthe options available juvenile moreyes android wheels drivingand also u use airplane,Neutral
got nice head set ever sounds awesome finally beats working worthy iphone models,Positive
someone hong kong nov apple brtray us liberty battle took profit instead applewhat happened kindly say matter problem,Positive
anond nov yo dont know ur iphone perform change z compact amazing abmoredont sure ip bad battery amazing results foreign language website iphone battery lasting twice long h hd video playback zc somewhat better got beaten galaxy alpha good margin,Positive
apple brtray us liberty battle took profit instead apple,Positive
anond nov haha killer boy troll ignore iphone hardcore gaming according tmoreyo dont know ur iphone perform change z compact amazing gaming fps battery iphone bad battery screen well like z mb cuz saturated software principal reason drop iphone ios importan app stop working,Negative
technology th century compared androidthe options available juvenile designed juveniles juveniles cant use one handed back button top bored shitless interface boring phone known man overpriced unadulterated crapcannot option anything,Negative
sorry sayfeel like china phone grab thisno attraction better quality fragile phone dont want waste money get proud thisjust wastewait,Positive
im using iphone look uncomfortable bcz battery low backup told using bcz things blocked money wasted,Negative
anonymous nov nissan looks better bugatti bugatti packs horse power iphone lacks power though gmorehtc us far gorgeous iphone powerful almost iphone quick opening apps almost iphone recommend htc,Positive
anonymous nov id love know think innovation android lacks anything new special hamorepossibly android lack anything special form innovation im taking operating system im talking phones thats one problems ios iphone nothing else price many features available android devices arent iphone water proofing wireless charging ir focus sterio speakers etc long taken apple make screen decent size arrogance years saying one handed operation important thing include something basic nfc swipe typing allas price comparable disagree im sure im uk ill quote good old british pound amazon pricesiphone gb samsung micro card justified,Positive
heyhow iph price ur countryin countrymyanmariphone gb costs us dollars gb costs expensive,Neutral
iphone amazing phoneapple iphone iphone plus capable cameras according dxomarkapple iphone iphone plus took top spot prestigious dxomark photography test camera performance cupertinos duo considered gold standard smartphone image quality momentthe iphone iphone plus earned points highly contested dxomark photography test highest mobile score date bested likes samsung galaxy sony xperia z sony xperia z shared top spot score apple iphone scored still photography bigger brother topped better performance iphone plus hardly catch anyone surprise camera features optical image stabilizationstill images smartphones impressed good overall exposure impressive autofocus color rendering good detail preservation stellar flash performance iphone expected showcased luminance noise low light well ghosting fringingcuriously iphone topped bigger brother video capture department posted score iphone plus managed rating due stabilization artifacts visible video captureboth smartphones demonstrated fast accurate autofocus colors remained attractive conditions noise remained finegrained duos camcorders best ever tested dxomark mobile teamyou find camera performance devices hitting source link iphone mp x iphone mp x galaxy mp x sony xpiriya z mp sony xpiriya z mp nokia mp mp effective x sony xpiriya z mp iphone mp x galaxy mp x lumia mp mp effective x lumia mp x pixels lg g mp x galaxy note mp x iphone mp x galaxy mp x iphone mp x htc dual mp black berry z mp x htc x mp x lumia mp x sony xpirya z mp x galaxy mp x iphone mp x,Positive
sandy nov regretted buying iphone please dont presume world sold outmoreid love know think innovation android lacks anything new special hasnt unique features since came years ago phones hit wall innovation general nothing special anymore everyone wants something say newest biggest phone iphones need android phone neither earth shattering features anymore unique makes much better price tag android phones specs iphone samsung charges arm leg products last years,Positive
want iphone dont want pay fortune purchase unlocked iphone plus come net wireless get activated number old company low per monthulmtd talk text unltd talk text data regret also call us ask byop program waiting call thanks advance,Positive
anonymous nov learn spell go around throwing word stupid saying wmorelol aint truth heshe take compliment lol,Positive
sandy nov regretted buying iphone please dont presume world sold outmoreoh ironyi googles entire ecosystem iphone course cant say ok google search option available iphone users needed also google maps switch apple maps also chrome google docs sheets,Negative
go phone thing bloody beast woooot best phone ever,Positive
admirestevejobs nov people really mean seriously nothing better apple nothmorei regretted buying iphone please dont presume world sold months reason inflexible ios insistence itunes every turn also pay much phone real innovation anymore,Negative
got screen like jelly bending inwardsmay call phone sit,Positive
bb q samsung finally ios since last years nothing great iphone new iphone buyers would suggest listen bias comments iphone people jealous product called reality,Negative
love new iphone bomb get great screen size great got g model worth wait took weeks love nothing say cell,Positive
habeeb nov used bb bold samsung htc shifted iphone plus gb worsmorei cant send images copy messages whatsapp directly one sender otheryes press message want send gives options works imagesdoes simple u turn button go top screen going back dont swipe left corner right back button handy,Positive
yes apple lagging behind technology selling years back technology years ahead pricing simply cheating people standard naming apple iphoneversion,Negative
anond nov apple comparison othertry samsung alpha,Neutral
u apple fan go worth money using samsung also apple fan got hands galaxy felt awesome samsung better speed iphones u want prestigious phone apple better features specs use wise samsung top,Positive
used bb bold samsung htc shifted iphone plus gbthe worst phone iphone unfriendly far behind samsung terms user friendlymany features missing iphone unhappy iphone making life difficult cant delete emails bulk cant send images copy messages whatsapp directly one sender simple u turn button go top screen going back unfriendly best part new iphone plus gb crashes every happy strongly recommend android users shift iphone unfriendly mobile ever seensamsung galaxy great job eagerly waiting high end model samsung new name new look soon,Positive
lot problems phone would download apps minutes load one app connected high speed internet took phone apple told us nothing wrong phone phone company took phone back saying defective getting lot complaints wrote apple refused respond,Negative
apple comparison,Neutral
anond nov watching full hd videos text timeit like bathing eating time thimorewhat specs features talking aboutalso like ice cream bathtub occasionally answer painful analogybut importantly able use google maps one half screen still text use different app halfits shocking iphone fans dont even know phone perform like,Positive
anond oct u must luckiest android user earth iphone poor two year old nexus nexus better specs neither freeze important doesnt bent,Positive
tuna nov agree nick traded lg g iphone terrible morewatching full hd videos text timeit like bathing eating timethis types lag droid features useless ios important features specifications perfection iphone best smartphone,Positive
worst go youtube cant even watch stuff pwhy,Negative
anond oct u must luckiest android user earth iphone really asim know comparing different os right even say thatseriously ipeople grey matter inside hard shell head important reason use sometime,Positive
agree nick traded lg g iphone terrible mistakeit even waterproof cant multitask split screenwith lg able watch full hd video text timeit also widgets worst go youtube cant even watch stuff pi sorry really struggling see phone costs muchit weak absolutely every departmentnot mention battery drains really quicklyi openminded possible didnt listen techsavvy friends told stay away iphonesits worst feeling stuck terrible phone cant wait go back lg phonei intending offend anybody means go pay whatever personally unjustifiedridiculous ripoff weak device,Negative
nick nov bloggers talking serious magazines reviewers nevermorei would never buy expensive flagship phone kind crappy performance lghttpyoutubeeptneevztzabut thats buying android phone even buy best product market cant still know runs everything probably thats something opinion isnt acceptable high price phone thats wouldnt ever buy android phone fix problem always lets see android l something,Negative
nick nov bloggers talking serious magazines reviewers nevermoremost serious magazines reviewers never put phone ahead lg g htc mwhy overall iphone easily beats dont understand even mention htc camera crap alone reason people wouldnt buy itit doesnt matter parts better every part need good thatsiphone thats sells well overall good,Positive
deleted postnot cheap smeel lots lies also,Negative
anond nov iphone fans actually ever tried another phone morewhat bloggers talking serious magazines reviewers never put phone ahead lg g htc mliterary everyone squeezes phone end top top likely pressure apple die hard fans would stop reading magazine beloved worth trash list,Negative
anond oct iphone biggest fastest powerful beautiful advanced phone marketmoreno,Positive
whos best cemera smart phon chtc,Positive
anond oct dumb got dumberpros brilliant new display higher resolution excellent cmorewill explain htcs camera gone better worst camera ever seen like htc desire etc,Positive
whatever specs smartphone hasreally doesnt mattersince smartphone smartphone use quality appselse difference smartphone nokia terms think apple stand crowd superior apps anybody elsebe android windows phone,Positive
dumb got dumberpros brilliant new display higher resolution excellent camera better htc fingerprint sensor doesnt work good least ios cons bluetooth nfc tethering fails connect devices example tomtom gps devices many handsfree devices wireless headphones like jabra plantronics importantly youre gon na pay lot things get free playstore talking platform general think always want rather want apple makes things easy look difficult get people actually think good hats morons technician think use iphone era like eminem singing katy perry move know iphones juicy soar time,Positive
pakri oct gb ramnever worked life stylemany photosmany applicationsyour iphone wimorebro u talking ram well let tell u something observed using phonesavailable ram iphone near mb usage apps rightand u know default available ram note gb apps gets load first time even u swipe kill even available ram stays mbs load appsso gb ram sucked android loading system android resource hungry os,Negative
pakri oct gb ramnever worked life stylemany photosmany applicationsyour iphone wimoreapples gb ram equal android gb ram using iphone good faster phone,Positive
huge waste money really nothing new fact larger bends took mine back week,Negative
wow many iphone haters actually apple haters thinksame crowd hates american idol walmart anything else popular im phone geek one b cause work upgrade use hard kind phones upgraded awesome trouble downloading music apple talked lightning fast easy operate looking buy one get ignore geniuses sitting moms basement,Positive
zoltan oct honestly apple lovers like sheep dont even know going bugs iosmoreyea bout android kit kat far know android users using latest version android worry broken operating system jerk operating systems also us favor stop making phantom errors took apple months smooth ios probably ios android lol joke upgrade screwed funny lollipop coming still using outdated version android,Positive
honestly apple lovers like sheep dont even know going bugs ios fully fixed yet upgrading ios heat factor g even wifi devices later phenominal cheap silver maybe aluminium brecket gets worst dents bumped hardsolid surface bucause doesnt hangs make something special screen highly vulnerable compared touch screen devices aint ips technology used inaede screens protect getting pressed accidently samsung screens better regardmy personal opinion expensive loss gigantic waste money buy iphone later swell blackberry z passport much better phones compared many modern day android smart phones theae apple gizmosno disrespect meant homest opinion,Positive
anond oct galaxy alpha exynos benchmark king geekbench around antutu remorehumanity saved thank goodness person knows asses phones still exist correct kudos smoothness processing performance using ios iphone,Positive
android fans doesnt even want try ios already declared love android bet name one android phone better performance iphone plus even want compare performance note even bet cant beet apple monsters,Positive
taz oct first thing android phones comes aluminium glass like xperia z htc one second imorexperia htc phones waste never buy also resell valuethey good nothing,Positive
deleted postgalaxy alpha exynos benchmark kinggeekbench aroundantutu really doesnt matters ios appsgames preety well optimizedno one phone beat performance smoothness iphone looking price alpha good k inr got better fingerprint sensor heart rate multi window great features nice camera video record display looking actually much better light weight gb internal new touchwiz looking greati get phones iphn galaxy alpha,Positive
gb ram phs category atleast gb ram,Neutral
gb ramnever worked life stylemany photosmany applicationsyour iphone propably explodeso even better note gb ramfaster phone snapdragon mp always better apple,Positive
dnt u guys go along present demandsmodt companies gave enabled ram camera speci ficationsthey also enlarged ghz cores processors give quad corehexa coreocta core etcthey also share files easilyapple highly praised becoz designs unique stylei waiting eagerly see specs future iphone,Positive
anond oct want well rounded quality perfect ecosystem simply works enhancmorefirst thing android phones comes aluminium glass like xperia z htc one second doesnt hours setting thrird thats u ppl r called sheep,Positive
anond oct people looking spend lot money phone worth better bmorebecause want well rounded quality perfect ecosystem simply works enhancing quality life holding piece plastic junk makes silly noises needs hours setting upgrading,Positive
tp oct iphone unmathchable comparison iphone outdated compared latest andrmoreso outdated demand far outstripping offer,Negative
im gon na buy phone friday still undecided please help whats better buy iphone iphone,Positive
iphone want buy iphone checked reviews mix matchkindly suggest go iphone options waiting opinion,Positive
iphone smart beautiful mobile,Positive
still hesitant buying classy seemns resistant crash offers improved features worth difference advice thx,Positive
nice phone take,Positive
dani oct know samsung actually makes parts iphone develops chips apple usesmoreno samsung doesnt develop chip build chip designed apple samsung slave apple say,Neutral
apple thin mine sim slot isnt working properly lumia better price,Positive
think heating problem heating really,Negative
anond oct anybody facing problems related slow wifi connection ios please call apple camorehi mu iphone problem mine also drop connection randomly send authorised provider check think phone hardware problem need replace thank u,Negative
xiaomi mi xiaomi mi better feature apple half prize,Positive
dani oct know samsung actually makes parts iphone develops chips apple usesmorefyi samsung used make parts iphone gs post check information,Neutral
anybody facing problems related slow wifi connection ios please call apple call support team sorted works tell server settings per network provider,Positive
worth wait,Positive
azim oct iphone app work iphone anybodyonly ios higher,Neutral
iphone app work iphone anybody,Neutral
anonymous oct troll iphone better androids tell android phone better doesmorejust know samsung actually makes parts iphone develops chips apple uses im iphones give credit credit due technology actually company owns samsung,Positive
apple fanboy android follower long phone works smoothly without lagging freezing hanging okgot iphone galaxy beforeis working perfectly works great months apps keeps crashing messaging freezing video player hanging decided sold got htc bought snow excited iphone itll goin release kuwait,Positive
deleted postthe last link provided proved iphone better camera lumia,Positive
lol dimensions size lg gs inch screen,Positive
apple iphone nice phone ever seen ppls grace apple products days henceforth grace another smartphones model please dont give bad feed back like wifi problem stomach problem blab blab blabjust look features iphone keep rock enjoy user friendly,Positive
vk oct agreed apple take much possible stupids one fact bits dual core constrained morep display given devices inch screen pls dont simply complain,Neutral
best phone market excellent camera video capabilities best colours phone good bought,Positive
congratulations apple tech wizzardry prouducing worlds first bendable phonealthough like id much rather fun eileen dover instead lmao,Positive
anond oct simply iphone making us fool know well downfall started somore real crap apple gone way nokia good bye apple,Negative
anond oct simply iphone making us fool know well downfall started somoreagreed apple take much possible stupids one fact bits dual core constrained p fools called smoothness nt give p today,Negative
trying encase brand name nothing else,Neutral
simply iphone making us foolthey know well downfall started interested make moneymanufacturing cost iphone us selling us interested deliver interested earn know well standing next year,Positive
would like know point behind pricing thing people still bying millions think make china max around even highest memory model sell ios worth competitors well agree ios nice os use dont get pricing even iphone stoneage tecnology costs way get xperia z price dont get apple would sell iphones price competitors sell best phones apple would sell tens millions phones sell come apple bit lower prices way customers money coming much,Positive
silahkan cek juga harga dan spesifikasi iphone disinisilahkan cek jugahttpwwwlautanhargacomhargadanspesifikasiiphone,Neutral
oh come another waste money features specs standard price special,Neutral
deleted postdont go anyone u mentioned reasons grand personaly used worth pay even k tft display system consume battery always standby alsont worth cant play gtaiii noteneo kdont buy add buck go sony lg instead htc poor battery better music camra though dont ever think iphone totally waste money,Neutral
nonn oct im always puzzled people would absolutely hate product adore likemoremachines exactly see way machines us humans havent learned exactly push buttons need feedback eg wide eyes funny noises hysteria thumping etcthe thing gets though humans longer communicate facetoface machines give machines edge note edge maybe see machinehuman marriages las vegas distant future enjoy soon take vehicle,Positive
apple ashamed making phone many flaws,Negative
mello oct fools comment badly samsung smartphonessamsung smartphones higher iphonesyou forgot add opinion anyway let add dont care personal opinion owned used samsung flagship phones good plus region locked making worthlessabout worthless iphones actually cheapest long run since second hand value good friend recently bough iphone jumping happiness paid even would good price keep mind phone samsung number common well known get money back galaxy compared xperia rare phones even galaxy cheap second hand compared iphones,Positive
